Tissue	Stage	CNA_type	GeneA	GeneB	MutAFreq	CNAFreq	FreqMutB	NoMutA_WT_NoMutB	NoMutA_WT_MutB	MutA_WT_NoMutB	MutA_WT_MutB	NoMutA_CNA_NoMutB	NoMutA_CNA_MutB	MutA_CNA_NoMutB	MutA_CNA_MutB
Breast	Metastasis	Loss	ESR1	PIK3R1	0.133014354066986	0.241148325358852	0.0220095693779904	587	10	69	2	193	11	51	1
Breast	Metastasis	Loss	ESR1	PTEN	0.133014354066986	0.241148325358852	0.0545454545454545	562	35	68	3	187	17	51	1
Breast	Metastasis	Loss	ESR1	RB1	0.133014354066986	0.241148325358852	0.0277511961722488	578	19	69	2	195	9	51	1
Breast	Metastasis	Loss	ESR1	RHOA	0.133014354066986	0.241148325358852	0.0105263157894737	586	11	69	2	203	1	51	1
Breast	Metastasis	Loss	ESR1	RUNX1	0.133014354066986	0.241148325358852	0.0258373205741627	582	15	69	2	197	7	50	2
Breast	Metastasis	Loss	ESR1	SF3B1	0.133014354066986	0.241148325358852	0.0133971291866029	587	10	68	3	203	1	51	1
Breast	Metastasis	Loss	ESR1	SMAD4	0.133014354066986	0.241148325358852	0.0133971291866029	588	9	68	3	201	3	50	2
Breast	Metastasis	Loss	ESR1	SPEN	0.133014354066986	0.241148325358852	0.0248803827751196	583	14	68	3	200	4	49	3
Breast	Metastasis	Loss	ESR1	TBX3	0.133014354066986	0.241148325358852	0.045933014354067	568	29	67	4	191	13	50	2
Breast	Metastasis	Loss	ESR1	TP53	0.133014354066986	0.241148325358852	0.428708133971292	314	283	63	8	113	91	46	6
Breast	Metastasis	Loss	MAP2K4	AKT1	0.0267942583732057	0.465071770334928	0.0497607655502392	505	28	7	1	446	20	19	5
Breast	Metastasis	Loss	MAP2K4	ARID1A	0.0267942583732057	0.465071770334928	0.0507177033492823	507	26	7	1	440	26	20	4
Breast	Metastasis	Loss	MAP2K4	ARID2	0.0267942583732057	0.465071770334928	0.0143540669856459	526	7	7	1	458	8	22	2
Breast	Metastasis	Loss	MAP2K4	ATM	0.0267942583732057	0.465071770334928	0.0162679425837321	525	8	7	1	458	8	22	2
Breast	Metastasis	Loss	MAP2K4	BRCA1	0.0267942583732057	0.465071770334928	0.0124401913875598	528	5	7	1	457	9	23	1
Breast	Metastasis	Loss	MAP2K4	BRCA2	0.0267942583732057	0.465071770334928	0.015311004784689	526	7	7	1	458	8	22	2
Breast	Metastasis	Loss	MAP2K4	CBFB	0.0267942583732057	0.465071770334928	0.0191387559808612	519	14	7	1	459	7	22	2
Breast	Metastasis	Loss	MAP2K4	CDH1	0.0267942583732057	0.465071770334928	0.136842105263158	455	78	4	4	407	59	21	3
Breast	Metastasis	Loss	MAP2K4	CDKN2A	0.0267942583732057	0.465071770334928	0.0105263157894737	527	6	7	1	459	7	23	1
Breast	Metastasis	Loss	MAP2K4	ERBB2	0.0267942583732057	0.465071770334928	0.0449760765550239	504	29	7	1	446	20	23	1
Breast	Metastasis	Loss	MAP2K4	ESR1	0.0267942583732057	0.465071770334928	0.133014354066986	458	75	5	3	413	53	18	6
Breast	Metastasis	Loss	MAP2K4	FOXA1	0.0267942583732057	0.465071770334928	0.0373205741626794	514	19	7	1	445	21	23	1
Breast	Metastasis	Loss	MAP2K4	GATA3	0.0267942583732057	0.465071770334928	0.132057416267943	477	56	7	1	389	77	18	6
Breast	Metastasis	Loss	MAP2K4	KMT2A	0.0267942583732057	0.465071770334928	0.0114832535885167	527	6	7	1	459	7	23	1
Breast	Metastasis	Loss	MAP2K4	KMT2C	0.0267942583732057	0.465071770334928	0.0650717703349282	497	36	6	2	434	32	22	2
Breast	Metastasis	Loss	MAP2K4	KRAS	0.0267942583732057	0.465071770334928	0.0114832535885167	526	7	7	1	460	6	22	2
Breast	Metastasis	Loss	MAP2K4	MAP3K1	0.0267942583732057	0.465071770334928	0.0545454545454545	501	32	7	1	445	21	23	1
Breast	Metastasis	Loss	MAP2K4	MEN1	0.0267942583732057	0.465071770334928	0.0105263157894737	526	7	7	1	462	4	21	3
Breast	Metastasis	Loss	MAP2K4	NCOR1	0.0267942583732057	0.465071770334928	0.030622009569378	522	11	6	2	445	21	22	2
Breast	Metastasis	Loss	MAP2K4	NF1	0.0267942583732057	0.465071770334928	0.0411483253588517	515	18	7	1	443	23	19	5
Breast	Metastasis	Loss	MAP2K4	PIK3CA	0.0267942583732057	0.465071770334928	0.34066985645933	345	188	3	5	313	153	18	6
Breast	Metastasis	Loss	MAP2K4	PIK3R1	0.0267942583732057	0.465071770334928	0.0220095693779904	522	11	7	1	452	14	23	1
Breast	Metastasis	Loss	MAP2K4	PTEN	0.0267942583732057	0.465071770334928	0.0545454545454545	503	30	7	1	439	27	21	3
Breast	Metastasis	Loss	MAP2K4	RB1	0.0267942583732057	0.465071770334928	0.0277511961722488	517	16	7	1	451	15	23	1
Breast	Metastasis	Loss	MAP2K4	RHOA	0.0267942583732057	0.465071770334928	0.0105263157894737	524	9	7	1	462	4	23	1
Breast	Metastasis	Loss	MAP2K4	RUNX1	0.0267942583732057	0.465071770334928	0.0258373205741627	520	13	7	1	450	16	23	1
Breast	Metastasis	Loss	MAP2K4	SF3B1	0.0267942583732057	0.465071770334928	0.0133971291866029	523	10	7	1	460	6	23	1
Breast	Metastasis	Loss	MAP2K4	SMAD4	0.0267942583732057	0.465071770334928	0.0133971291866029	528	5	7	1	455	11	23	1
Breast	Metastasis	Loss	MAP2K4	SPEN	0.0267942583732057	0.465071770334928	0.0248803827751196	526	7	7	1	447	19	21	3
Breast	Metastasis	Loss	MAP2K4	TBX3	0.0267942583732057	0.465071770334928	0.045933014354067	509	24	7	1	442	24	22	2
Breast	Metastasis	Loss	MAP2K4	TP53	0.0267942583732057	0.465071770334928	0.428708133971292	337	196	6	2	229	237	14	10
Breast	Metastasis	Loss	NF1	AKT1	0.0411483253588517	0.216267942583732	0.0497607655502392	658	31	21	1	194	12	16	8
Breast	Metastasis	Loss	NF1	ARID1A	0.0411483253588517	0.216267942583732	0.0507177033492823	653	36	20	2	196	10	22	2
Breast	Metastasis	Loss	NF1	ARID2	0.0411483253588517	0.216267942583732	0.0143540669856459	677	12	21	1	203	3	22	2
Breast	Metastasis	Loss	NF1	ATM	0.0411483253588517	0.216267942583732	0.0162679425837321	676	13	21	1	202	4	22	2
Breast	Metastasis	Loss	NF1	BRCA1	0.0411483253588517	0.216267942583732	0.0124401913875598	682	7	21	1	199	7	23	1
Breast	Metastasis	Loss	NF1	BRCA2	0.0411483253588517	0.216267942583732	0.015311004784689	676	13	21	1	202	4	23	1
Breast	Metastasis	Loss	NF1	CBFB	0.0411483253588517	0.216267942583732	0.0191387559808612	671	18	21	1	203	3	22	2
Breast	Metastasis	Loss	NF1	CDH1	0.0411483253588517	0.216267942583732	0.136842105263158	578	111	17	5	186	20	20	4
Breast	Metastasis	Loss	NF1	CDKN2A	0.0411483253588517	0.216267942583732	0.0105263157894737	682	7	20	2	203	3	22	2
Breast	Metastasis	Loss	NF1	ERBB2	0.0411483253588517	0.216267942583732	0.0449760765550239	652	37	19	3	201	5	23	1
Breast	Metastasis	Loss	NF1	ESR1	0.0411483253588517	0.216267942583732	0.133014354066986	583	106	20	2	196	10	23	1
Breast	Metastasis	Loss	NF1	FOXA1	0.0411483253588517	0.216267942583732	0.0373205741626794	664	25	19	3	198	8	23	1
Breast	Metastasis	Loss	NF1	GATA3	0.0411483253588517	0.216267942583732	0.132057416267943	604	85	21	1	179	27	23	1
Breast	Metastasis	Loss	NF1	KMT2A	0.0411483253588517	0.216267942583732	0.0114832535885167	680	9	21	1	204	2	23	1
Breast	Metastasis	Loss	NF1	KMT2C	0.0411483253588517	0.216267942583732	0.0650717703349282	638	51	19	3	196	10	19	5
Breast	Metastasis	Loss	NF1	KRAS	0.0411483253588517	0.216267942583732	0.0114832535885167	678	11	21	1	205	1	23	1
Breast	Metastasis	Loss	NF1	MAP2K4	0.0411483253588517	0.216267942583732	0.0267942583732057	675	14	21	1	199	7	19	5
Breast	Metastasis	Loss	NF1	MAP3K1	0.0411483253588517	0.216267942583732	0.0545454545454545	653	36	21	1	193	13	20	4
Breast	Metastasis	Loss	NF1	MEN1	0.0411483253588517	0.216267942583732	0.0105263157894737	679	10	21	1	205	1	23	1
Breast	Metastasis	Loss	NF1	NCOR1	0.0411483253588517	0.216267942583732	0.030622009569378	671	18	20	2	197	9	20	4
Breast	Metastasis	Loss	NF1	PIK3CA	0.0411483253588517	0.216267942583732	0.34066985645933	443	246	12	10	144	62	13	11
Breast	Metastasis	Loss	NF1	PIK3R1	0.0411483253588517	0.216267942583732	0.0220095693779904	680	9	17	5	196	10	23	1
Breast	Metastasis	Loss	NF1	PTEN	0.0411483253588517	0.216267942583732	0.0545454545454545	651	38	19	3	192	14	20	4
Breast	Metastasis	Loss	NF1	RB1	0.0411483253588517	0.216267942583732	0.0277511961722488	670	19	20	2	198	8	22	2
Breast	Metastasis	Loss	NF1	RHOA	0.0411483253588517	0.216267942583732	0.0105263157894737	679	10	21	1	204	2	23	1
Breast	Metastasis	Loss	NF1	RUNX1	0.0411483253588517	0.216267942583732	0.0258373205741627	665	24	20	2	203	3	22	2
Breast	Metastasis	Loss	NF1	SF3B1	0.0411483253588517	0.216267942583732	0.0133971291866029	677	12	21	1	204	2	23	1
Breast	Metastasis	Loss	NF1	SMAD4	0.0411483253588517	0.216267942583732	0.0133971291866029	680	9	20	2	202	4	22	2
Breast	Metastasis	Loss	NF1	SPEN	0.0411483253588517	0.216267942583732	0.0248803827751196	674	15	21	1	200	6	22	2
Breast	Metastasis	Loss	NF1	TBX3	0.0411483253588517	0.216267942583732	0.045933014354067	654	35	20	2	200	6	20	4
Breast	Metastasis	Loss	NF1	TP53	0.0411483253588517	0.216267942583732	0.428708133971292	441	248	5	17	69	137	10	14
Breast	Metastasis	Loss	RB1	AKT1	0.0277511961722488	0.385645933014354	0.0497607655502392	581	33	11	2	367	20	19	1
Breast	Metastasis	Loss	RB1	ARID1A	0.0277511961722488	0.385645933014354	0.0507177033492823	583	31	12	1	365	22	19	1
Breast	Metastasis	Loss	RB1	ARID2	0.0277511961722488	0.385645933014354	0.0143540669856459	602	12	12	1	383	4	19	1
Breast	Metastasis	Loss	RB1	ATM	0.0277511961722488	0.385645933014354	0.0162679425837321	602	12	12	1	380	7	19	1
Breast	Metastasis	Loss	RB1	BRCA1	0.0277511961722488	0.385645933014354	0.0124401913875598	607	7	12	1	379	8	19	1
Breast	Metastasis	Loss	RB1	BRCA2	0.0277511961722488	0.385645933014354	0.015311004784689	607	7	12	1	376	11	19	1
Breast	Metastasis	Loss	RB1	CBFB	0.0277511961722488	0.385645933014354	0.0191387559808612	601	13	12	1	380	7	19	1
Breast	Metastasis	Loss	RB1	CDH1	0.0277511961722488	0.385645933014354	0.136842105263158	517	97	11	2	344	43	15	5
Breast	Metastasis	Loss	RB1	CDKN2A	0.0277511961722488	0.385645933014354	0.0105263157894737	605	9	12	1	383	4	19	1
Breast	Metastasis	Loss	RB1	ERBB2	0.0277511961722488	0.385645933014354	0.0449760765550239	582	32	11	2	375	12	17	3
Breast	Metastasis	Loss	RB1	ESR1	0.0277511961722488	0.385645933014354	0.133014354066986	536	78	12	1	326	61	18	2
Breast	Metastasis	Loss	RB1	FOXA1	0.0277511961722488	0.385645933014354	0.0373205741626794	587	27	11	2	375	12	18	2
Breast	Metastasis	Loss	RB1	GATA3	0.0277511961722488	0.385645933014354	0.132057416267943	524	90	12	1	342	45	17	3
Breast	Metastasis	Loss	RB1	KMT2A	0.0277511961722488	0.385645933014354	0.0114832535885167	605	9	12	1	382	5	19	1
Breast	Metastasis	Loss	RB1	KMT2C	0.0277511961722488	0.385645933014354	0.0650717703349282	575	39	10	3	360	27	18	2
Breast	Metastasis	Loss	RB1	KRAS	0.0277511961722488	0.385645933014354	0.0114832535885167	604	10	12	1	383	4	19	1
Breast	Metastasis	Loss	RB1	MAP2K4	0.0277511961722488	0.385645933014354	0.0267942583732057	601	13	12	1	371	16	19	1
Breast	Metastasis	Loss	RB1	MAP3K1	0.0277511961722488	0.385645933014354	0.0545454545454545	580	34	12	1	368	19	18	2
Breast	Metastasis	Loss	RB1	MEN1	0.0277511961722488	0.385645933014354	0.0105263157894737	605	9	12	1	383	4	19	1
Breast	Metastasis	Loss	RB1	NCOR1	0.0277511961722488	0.385645933014354	0.030622009569378	597	17	10	3	373	14	19	1
Breast	Metastasis	Loss	RB1	NF1	0.0277511961722488	0.385645933014354	0.0411483253588517	595	19	12	1	363	24	17	3
Breast	Metastasis	Loss	RB1	PIK3CA	0.0277511961722488	0.385645933014354	0.34066985645933	392	222	9	4	265	122	14	6
Breast	Metastasis	Loss	RB1	PIK3R1	0.0277511961722488	0.385645933014354	0.0220095693779904	599	15	12	1	380	7	17	3
Breast	Metastasis	Loss	RB1	PTEN	0.0277511961722488	0.385645933014354	0.0545454545454545	579	35	12	1	365	22	18	2
Breast	Metastasis	Loss	RB1	RHOA	0.0277511961722488	0.385645933014354	0.0105263157894737	604	10	12	1	384	3	19	1
Breast	Metastasis	Loss	RB1	RUNX1	0.0277511961722488	0.385645933014354	0.0258373205741627	599	15	12	1	373	14	19	1
Breast	Metastasis	Loss	RB1	SF3B1	0.0277511961722488	0.385645933014354	0.0133971291866029	605	9	12	1	380	7	19	1
Breast	Metastasis	Loss	RB1	SMAD4	0.0277511961722488	0.385645933014354	0.0133971291866029	601	13	12	1	384	3	19	1
Breast	Metastasis	Loss	RB1	SPEN	0.0277511961722488	0.385645933014354	0.0248803827751196	601	13	12	1	372	15	19	1
Breast	Metastasis	Loss	RB1	TBX3	0.0277511961722488	0.385645933014354	0.045933014354067	585	29	11	2	372	15	17	3
Breast	Metastasis	Loss	RB1	TP53	0.0277511961722488	0.385645933014354	0.428708133971292	372	242	4	9	210	177	9	11
Breast	Metastasis	Loss	SMAD4	AKT1	0.0133971291866029	0.307177033492823	0.0497607655502392	640	37	2	1	296	14	12	3
Breast	Metastasis	Loss	SMAD4	ARID1A	0.0133971291866029	0.307177033492823	0.0507177033492823	642	35	2	1	293	17	14	1
Breast	Metastasis	Loss	SMAD4	ARID2	0.0133971291866029	0.307177033492823	0.0143540669856459	670	7	2	1	301	9	13	2
Breast	Metastasis	Loss	SMAD4	ATM	0.0133971291866029	0.307177033492823	0.0162679425837321	665	12	2	1	303	7	14	1
Breast	Metastasis	Loss	SMAD4	BRCA1	0.0133971291866029	0.307177033492823	0.0124401913875598	668	9	2	1	305	5	14	1
Breast	Metastasis	Loss	SMAD4	BRCA2	0.0133971291866029	0.307177033492823	0.015311004784689	669	8	2	1	302	8	14	1
Breast	Metastasis	Loss	SMAD4	CBFB	0.0133971291866029	0.307177033492823	0.0191387559808612	660	17	2	1	307	3	14	1
Breast	Metastasis	Loss	SMAD4	CDH1	0.0133971291866029	0.307177033492823	0.136842105263158	580	97	2	1	272	38	9	6
Breast	Metastasis	Loss	SMAD4	CDKN2A	0.0133971291866029	0.307177033492823	0.0105263157894737	671	6	2	1	303	7	14	1
Breast	Metastasis	Loss	SMAD4	ERBB2	0.0133971291866029	0.307177033492823	0.0449760765550239	641	36	2	1	297	13	14	1
Breast	Metastasis	Loss	SMAD4	ESR1	0.0133971291866029	0.307177033492823	0.133014354066986	584	93	2	1	275	35	11	4
Breast	Metastasis	Loss	SMAD4	FOXA1	0.0133971291866029	0.307177033492823	0.0373205741626794	647	30	2	1	299	11	14	1
Breast	Metastasis	Loss	SMAD4	GATA3	0.0133971291866029	0.307177033492823	0.132057416267943	580	97	2	1	274	36	13	2
Breast	Metastasis	Loss	SMAD4	KMT2A	0.0133971291866029	0.307177033492823	0.0114832535885167	667	10	2	1	308	2	13	2
Breast	Metastasis	Loss	SMAD4	KMT2C	0.0133971291866029	0.307177033492823	0.0650717703349282	634	43	2	1	289	21	13	2
Breast	Metastasis	Loss	SMAD4	KRAS	0.0133971291866029	0.307177033492823	0.0114832535885167	666	11	2	1	307	3	14	1
Breast	Metastasis	Loss	SMAD4	MAP2K4	0.0133971291866029	0.307177033492823	0.0267942583732057	658	19	2	1	300	10	14	1
Breast	Metastasis	Loss	SMAD4	MAP3K1	0.0133971291866029	0.307177033492823	0.0545454545454545	646	31	2	1	290	20	13	2
Breast	Metastasis	Loss	SMAD4	MEN1	0.0133971291866029	0.307177033492823	0.0105263157894737	665	12	2	1	309	1	14	1
Breast	Metastasis	Loss	SMAD4	NCOR1	0.0133971291866029	0.307177033492823	0.030622009569378	659	18	2	1	297	13	12	3
Breast	Metastasis	Loss	SMAD4	NF1	0.0133971291866029	0.307177033492823	0.0411483253588517	658	19	2	1	286	24	12	3
Breast	Metastasis	Loss	SMAD4	PIK3CA	0.0133971291866029	0.307177033492823	0.34066985645933	448	229	2	1	202	108	7	8
Breast	Metastasis	Loss	SMAD4	PIK3R1	0.0133971291866029	0.307177033492823	0.0220095693779904	669	8	2	1	295	15	14	1
Breast	Metastasis	Loss	SMAD4	PTEN	0.0133971291866029	0.307177033492823	0.0545454545454545	643	34	2	1	289	21	12	3
Breast	Metastasis	Loss	SMAD4	RB1	0.0133971291866029	0.307177033492823	0.0277511961722488	660	17	2	1	299	11	14	1
Breast	Metastasis	Loss	SMAD4	RHOA	0.0133971291866029	0.307177033492823	0.0105263157894737	666	11	2	1	308	2	14	1
Breast	Metastasis	Loss	SMAD4	RUNX1	0.0133971291866029	0.307177033492823	0.0258373205741627	661	16	2	1	298	12	14	1
Breast	Metastasis	Loss	SMAD4	SF3B1	0.0133971291866029	0.307177033492823	0.0133971291866029	663	14	2	1	309	1	14	1
Breast	Metastasis	Loss	SMAD4	SPEN	0.0133971291866029	0.307177033492823	0.0248803827751196	662	15	2	1	302	8	11	4
Breast	Metastasis	Loss	SMAD4	TBX3	0.0133971291866029	0.307177033492823	0.045933014354067	648	29	2	1	291	19	14	1
Breast	Metastasis	Loss	SMAD4	TP53	0.0133971291866029	0.307177033492823	0.428708133971292	417	260	1	2	146	164	11	4
Breast	Metastasis	Loss	TP53	AKT1	0.428708133971292	0.432535885167464	0.0497607655502392	345	22	205	9	212	12	221	11
Breast	Metastasis	Loss	TP53	ARID1A	0.428708133971292	0.432535885167464	0.0507177033492823	343	24	209	5	207	17	221	11
Breast	Metastasis	Loss	TP53	ARID2	0.428708133971292	0.432535885167464	0.0143540669856459	363	4	210	4	218	6	228	4
Breast	Metastasis	Loss	TP53	ATM	0.428708133971292	0.432535885167464	0.0162679425837321	359	8	210	4	219	5	229	3
Breast	Metastasis	Loss	TP53	BRCA1	0.428708133971292	0.432535885167464	0.0124401913875598	364	3	211	3	221	3	225	7
Breast	Metastasis	Loss	TP53	BRCA2	0.428708133971292	0.432535885167464	0.015311004784689	359	8	212	2	221	3	226	6
Breast	Metastasis	Loss	TP53	CBFB	0.428708133971292	0.432535885167464	0.0191387559808612	353	14	212	2	219	5	229	3
Breast	Metastasis	Loss	TP53	CDH1	0.428708133971292	0.432535885167464	0.136842105263158	297	70	202	12	178	46	214	18
Breast	Metastasis	Loss	TP53	CDKN2A	0.428708133971292	0.432535885167464	0.0105263157894737	366	1	207	7	220	4	229	3
Breast	Metastasis	Loss	TP53	ERBB2	0.428708133971292	0.432535885167464	0.0449760765550239	346	21	205	9	208	16	227	5
Breast	Metastasis	Loss	TP53	ESR1	0.428708133971292	0.432535885167464	0.133014354066986	293	74	209	5	177	47	219	13
Breast	Metastasis	Loss	TP53	FOXA1	0.428708133971292	0.432535885167464	0.0373205741626794	354	13	207	7	207	17	227	5
Breast	Metastasis	Loss	TP53	GATA3	0.428708133971292	0.432535885167464	0.132057416267943	305	62	211	3	165	59	215	17
Breast	Metastasis	Loss	TP53	KMT2A	0.428708133971292	0.432535885167464	0.0114832535885167	362	5	212	2	217	7	230	2
Breast	Metastasis	Loss	TP53	KMT2C	0.428708133971292	0.432535885167464	0.0650717703349282	334	33	207	7	205	19	219	13
Breast	Metastasis	Loss	TP53	KRAS	0.428708133971292	0.432535885167464	0.0114832535885167	361	6	212	2	220	4	228	4
Breast	Metastasis	Loss	TP53	MAP2K4	0.428708133971292	0.432535885167464	0.0267942583732057	361	6	212	2	210	14	222	10
Breast	Metastasis	Loss	TP53	MAP3K1	0.428708133971292	0.432535885167464	0.0545454545454545	339	28	203	11	212	12	224	8
Breast	Metastasis	Loss	TP53	MEN1	0.428708133971292	0.432535885167464	0.0105263157894737	361	6	212	2	219	5	230	2
Breast	Metastasis	Loss	TP53	NCOR1	0.428708133971292	0.432535885167464	0.030622009569378	358	9	211	3	213	11	219	13
Breast	Metastasis	Loss	TP53	NF1	0.428708133971292	0.432535885167464	0.0411483253588517	362	5	197	17	214	10	217	15
Breast	Metastasis	Loss	TP53	PIK3CA	0.428708133971292	0.432535885167464	0.34066985645933	218	149	153	61	145	79	164	68
Breast	Metastasis	Loss	TP53	PIK3R1	0.428708133971292	0.432535885167464	0.0220095693779904	364	3	206	8	221	3	220	12
Breast	Metastasis	Loss	TP53	PTEN	0.428708133971292	0.432535885167464	0.0545454545454545	351	16	195	19	214	10	217	15
Breast	Metastasis	Loss	TP53	RB1	0.428708133971292	0.432535885167464	0.0277511961722488	358	9	205	9	220	4	221	11
Breast	Metastasis	Loss	TP53	RHOA	0.428708133971292	0.432535885167464	0.0105263157894737	359	8	212	2	220	4	231	1
Breast	Metastasis	Loss	TP53	RUNX1	0.428708133971292	0.432535885167464	0.0258373205741627	358	9	209	5	217	7	222	10
Breast	Metastasis	Loss	TP53	SF3B1	0.428708133971292	0.432535885167464	0.0133971291866029	357	10	213	1	221	3	228	4
Breast	Metastasis	Loss	TP53	SMAD4	0.428708133971292	0.432535885167464	0.0133971291866029	362	5	213	1	217	7	227	5
Breast	Metastasis	Loss	TP53	SPEN	0.428708133971292	0.432535885167464	0.0248803827751196	361	6	211	3	210	14	225	7
Breast	Metastasis	Loss	TP53	TBX3	0.428708133971292	0.432535885167464	0.045933014354067	346	21	209	5	206	18	225	7
Breast	Metastasis	Gain	KMT2C	AKT1	0.0650717703349282	0.105263157894737	0.0497607655502392	699	38	46	5	92	5	13	4
Breast	Metastasis	Gain	KMT2C	ARID1A	0.0650717703349282	0.105263157894737	0.0507177033492823	701	36	48	3	90	7	15	2
Breast	Metastasis	Gain	KMT2C	ARID2	0.0650717703349282	0.105263157894737	0.0143540669856459	727	10	49	2	94	3	16	1
Breast	Metastasis	Gain	KMT2C	ATM	0.0650717703349282	0.105263157894737	0.0162679425837321	722	15	49	2	95	2	16	1
Breast	Metastasis	Gain	KMT2C	BRCA1	0.0650717703349282	0.105263157894737	0.0124401913875598	730	7	49	2	94	3	16	1
Breast	Metastasis	Gain	KMT2C	BRCA2	0.0650717703349282	0.105263157894737	0.015311004784689	724	13	49	2	94	3	16	1
Breast	Metastasis	Gain	KMT2C	CBFB	0.0650717703349282	0.105263157894737	0.0191387559808612	721	16	48	3	95	2	16	1
Breast	Metastasis	Gain	KMT2C	CDH1	0.0650717703349282	0.105263157894737	0.136842105263158	626	111	35	16	84	13	15	2
Breast	Metastasis	Gain	KMT2C	CDKN2A	0.0650717703349282	0.105263157894737	0.0105263157894737	730	7	48	3	95	2	15	2
Breast	Metastasis	Gain	KMT2C	ERBB2	0.0650717703349282	0.105263157894737	0.0449760765550239	700	37	45	6	92	5	16	1
Breast	Metastasis	Gain	KMT2C	ESR1	0.0650717703349282	0.105263157894737	0.133014354066986	644	93	41	10	90	7	15	2
Breast	Metastasis	Gain	KMT2C	FOXA1	0.0650717703349282	0.105263157894737	0.0373205741626794	707	30	48	3	93	4	14	3
Breast	Metastasis	Gain	KMT2C	GATA3	0.0650717703349282	0.105263157894737	0.132057416267943	637	100	43	8	88	9	13	4
Breast	Metastasis	Gain	KMT2C	KMT2A	0.0650717703349282	0.105263157894737	0.0114832535885167	726	11	49	2	95	2	16	1
Breast	Metastasis	Gain	KMT2C	KRAS	0.0650717703349282	0.105263157894737	0.0114832535885167	729	8	48	3	95	2	16	1
Breast	Metastasis	Gain	KMT2C	MAP2K4	0.0650717703349282	0.105263157894737	0.0267942583732057	715	22	48	3	94	3	16	1
Breast	Metastasis	Gain	KMT2C	MAP3K1	0.0650717703349282	0.105263157894737	0.0545454545454545	696	41	44	7	90	7	15	2
Breast	Metastasis	Gain	KMT2C	MEN1	0.0650717703349282	0.105263157894737	0.0105263157894737	728	9	49	2	95	2	16	1
Breast	Metastasis	Gain	KMT2C	NCOR1	0.0650717703349282	0.105263157894737	0.030622009569378	711	26	48	3	95	2	15	2
Breast	Metastasis	Gain	KMT2C	NF1	0.0650717703349282	0.105263157894737	0.0411483253588517	708	29	44	7	92	5	16	1
Breast	Metastasis	Gain	KMT2C	PIK3CA	0.0650717703349282	0.105263157894737	0.34066985645933	486	251	29	22	73	24	11	6
Breast	Metastasis	Gain	KMT2C	PIK3R1	0.0650717703349282	0.105263157894737	0.0220095693779904	726	11	49	2	90	7	16	1
Breast	Metastasis	Gain	KMT2C	PTEN	0.0650717703349282	0.105263157894737	0.0545454545454545	695	42	48	3	89	8	16	1
Breast	Metastasis	Gain	KMT2C	RB1	0.0650717703349282	0.105263157894737	0.0277511961722488	720	17	48	3	94	3	15	2
Breast	Metastasis	Gain	KMT2C	RHOA	0.0650717703349282	0.105263157894737	0.0105263157894737	729	8	48	3	94	3	16	1
Breast	Metastasis	Gain	KMT2C	RUNX1	0.0650717703349282	0.105263157894737	0.0258373205741627	721	16	46	5	93	4	14	3
